"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN_N"	"LRN_N_det"	"LRN_H"	"LRN_H_det"	"LRN_P"	"LRN_P_det"	"LRR_N"	"LRR_N_det"	"LRR_H"	"LRR_H_det"	"LRR_P"	"LRR_P_det"	"DO"	"DO_det"	"PN"	"PN_det"	"ZNIEFF"
"*  Sterne fuligineuse  ( Onychoprion fuscatus )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	528760	"Onychoprion fuscatus"	"Onychoprion fuscatus (Linnaeus, 1766)"	"Sterne fuligineuse"					"NA"	"b"									"NO4"	""	
"*  Sterne royale  ( Thalasseus maximus )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	528761	"Thalasseus maximus"	"Thalasseus maximus (Boddaert, 1783)"	"Sterne royale"					"NA"	"b"									"NO4"	""	
"*  Mouette rieuse  ( Chroicocephalus ridibundus )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	530157	"Chroicocephalus ridibundus"	"Chroicocephalus ridibundus (Linnaeus, 1766)"	"Mouette rieuse"	"NT"	"pr. A2a"	"LC"	""	"NA"	"d"	"LC"	""					"CDO22"	""	"NO3"	""	
"*  Sterne bridée  ( Onychoprion anaethetus )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	532691	"Onychoprion anaethetus"	"Onychoprion anaethetus (Scopoli, 1786)"	"Sterne bridée"					"NA"	"b"									"NO4"	""	
"*  Bécassine de Wilson  ( Gallinago delicata )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	533062	"Gallinago delicata"	"Gallinago delicata (Ord, 1825)"	"Bécassine de Wilson"					"NA"	"b"									"NO4"	""	
"*  Goéland railleur  ( Chroicocephalus genei )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	534662	"Chroicocephalus genei"	"Chroicocephalus genei (Brème, 1839)"	"Goéland railleur"	"VU"	"D2"	"NA"	"c"			"EN"	"B(1+2)ac(iv)"					"CDO1"	""	"NO3"	""	"Déterminante à critère - Zone de reproduction avec preuve de reproduction"
"*  Mouette de Bonaparte  ( Chroicocephalus philadelphia )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	534682	"Chroicocephalus philadelphia"	"Chroicocephalus philadelphia (Ord, 1815)"	"Mouette de Bonaparte"					"NA"	"b"									"NO4"	""	
"*  Hirondelle paludicole  ( Riparia paludicola )"	"Chordata"	"Aves"	"Passeriformes"	"Hirundinidae"	534702	"Riparia paludicola"	"Riparia paludicola (Vieillot, 1817)"	"Hirondelle paludicole"					"NA"	"b"									"NO4"	""	
"*  Mésange bleue  ( Cyanistes caeruleus )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	534742	"Cyanistes caeruleus"	"Cyanistes caeruleus (Linnaeus, 1758)"	"Mésange bleue"	"LC"	""			"NA"	"b"	"LC"	""							"NO3"	""	
"*  Mésange azurée  ( Cyanistes cyanus )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	534743	"Cyanistes cyanus"	"Cyanistes cyanus (Pallas, 1770)"	"Mésange azurée"					"NA"	"b"									"NO4"	""	
"Capucin bec-de-plomb  ( Lonchura malabarica )"	"Chordata"	"Aves"	"Passeriformes"	"Estrildidae"	534746	"Lonchura malabarica"	"Euodice malabarica (Linnaeus, 1758)"	"Capucin bec-de-plomb"	"NA"	"a"															
"*  Mouette pygmée  ( Hydrocoloeus minutus )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	534748	"Hydrocoloeus minutus"	"Hydrocoloeus minutus (Pallas, 1776)"	"Mouette pygmée"	"NA"	"b"	"LC"	""	"NA"	"d"							"CDO1"	""	"NO3"	""	
"*  Goéland hudsonien  ( Larus smithsonianus )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	534749	"Larus smithsonianus"	"Larus smithsonianus Coues, 1862"	"Goéland hudsonien, Goéland d'Amérique"					"NA"	"b"									"NO4"	""	
"*  Mésange huppée  ( Lophophanes cristatus )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	534750	"Lophophanes cristatus"	"Lophophanes cristatus (Linnaeus, 1758)"	"Mésange huppée"	"LC"	""					"LC"	""							"NO3"	""	
"*  Mésange noire  ( Periparus ater )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	534751	"Periparus ater"	"Periparus ater (Linnaeus, 1758)"	"Mésange noire"	"LC"	""	"NA"	"d"	"NA"	"d"	"LC"	""							"NO3"	""	
"*  Mésange boréale  ( Poecile montanus )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	534752	"Poecile montanus"	"Poecile montanus (Conrad von Baldenstein, 1827)"	"Mésange boréale"	"VU"	"A2b"													"NO3"	""	
"*  Mésange nonnette  ( Poecile palustris )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	534753	"Poecile palustris"	"Poecile palustris (Linnaeus, 1758)"	"Mésange nonnette"	"LC"	""					"LC"	""							"NO3"	""	
"*  Harfang des neiges  ( Bubo scandiacus )"	"Chordata"	"Aves"	"Strigiformes"	"Strigidae"	534757	"Bubo scandiacus"	"Bubo scandiacus (Linnaeus, 1758)"	"Harfang des neiges"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Bernache cravant du Pacifique  ( Branta bernicla nigricans )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	534762	"Branta bernicla nigricans"	"Branta bernicla nigricans (Lawrence, 1846)"	"Bernache cravant du Pacifique, Bernache du Pacifique"			"NA"	"c"									"CDO22"	""	"NO3"	""	
"Lagopède des Pyrénées  ( Lagopus muta pyrenaica )"	"Chordata"	"Aves"	"Galliformes"	"Phasianidae"	534782	"Lagopus muta pyrenaica"	"Lagopus muta pyrenaica Hartert, 1921"	"Lagopède des Pyrénées"	"NT"	"pr. B1b(iii) C1"					"VU"	"C(1+2)a(i) D1"					"CDO32, CDO1, CDO21"	"  "			
"*  -  ( Hydrobates pelagicus melitensis )"	"Chordata"	"Aves"	"Procellariiformes"	"Hydrobatidae"	534802	"Hydrobates pelagicus melitensis"	"Hydrobates pelagicus melitensis (Schembri, 1843)"	""	"CR"	"A2a"											"CDO1"	""	"NO3"	""	
"*  -  ( Hydrobates pelagicus pelagicus )"	"Chordata"	"Aves"	"Procellariiformes"	"Hydrobatidae"	534803	"Hydrobates pelagicus pelagicus"	"Hydrobates pelagicus pelagicus (Linnaeus, 1758)"	""	"VU"	"B2ab(iii)"											"CDO1"	""	"NO3"	""	
"Bécasseau maubèche  ( Calidris canutus canutus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	534823	"Calidris canutus canutus"	"Calidris canutus canutus (Linnaeus, 1758)"	"Bécasseau maubèche"					"DD"	""							"CDO22"	""			
"*  Pétrel gongon  ( Pterodroma feae )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	599989	"Pterodroma feae"	"Pterodroma feae (Salvadori, 1899)"	"Pétrel gongon"													"CDO1"	""	"NO4"	""	
"Merle des Moluques  ( Acridotheres tristis )"	"Chordata"	"Aves"	"Passeriformes"	"Sturnidae"	601183	"Acridotheres tristis"	"Acridotheres tristis (Linnaeus, 1766)"	"Merle des Moluques, Martin triste"							"NA"	"a"									
"*  Chevalier semipalmé  ( Tringa semipalmata )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	626151	"Tringa semipalmata"	"Tringa semipalmata (Gmelin, 1789)"	"Chevalier semipalmé, Aile Blanche"					"NA"	"b"									"NO4"	""	
"*  Paruline des ruisseaux  ( Parkesia noveboracensis )"	"Chordata"	"Aves"	"Passeriformes"	"Parulidae"	626165	"Parkesia noveboracensis"	"Parkesia noveboracensis (Gmelin, 1789)"	"Paruline des ruisseaux, Sylvette des ruisseaux"					"NA"	"b"									"NO4"	""	
"*  Glaréole à ailes noires  ( Glareola nordmanni )"	"Chordata"	"Aves"	"Charadriiformes"	"Glareolidae"	626275	"Glareola nordmanni"	"Glareola nordmanni Fischer, 1842"	"Glaréole à ailes noires"					"NA"	"b"									"NO4"	""	
"*  Mouette atricille  ( Leucophaeus atricilla )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	627332	"Leucophaeus atricilla"	"Leucophaeus atricilla (Linnaeus, 1758)"	"Mouette atricille"					"NA"	"b"									"NO4"	""	
"*  Mouette de Franklin  ( Leucophaeus pipixcan )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	627334	"Leucophaeus pipixcan"	"Leucophaeus pipixcan (Wagler, 1831)"	"Mouette de Franklin"					"NA"	"b"									"NO4"	""	
"*  Paruline à collier  ( Setophaga americana )"	"Chordata"	"Aves"	"Passeriformes"	"Parulidae"	627455	"Setophaga americana"	"Setophaga americana (Linnaeus, 1758)"	"Paruline à collier, Sylvette parula"					"NA"	"b"									"NO4"	""	
"*  Paruline à gorge orangée  ( Setophaga fusca )"	"Chordata"	"Aves"	"Passeriformes"	"Parulidae"	627663	"Setophaga fusca"	"Setophaga fusca (Statius Müller, 1776)"	"Paruline à gorge orangée"															"NO4"	""	
"*  Paruline à flancs marron  ( Setophaga pensylvanica )"	"Chordata"	"Aves"	"Passeriformes"	"Parulidae"	627667	"Setophaga pensylvanica"	"Setophaga pensylvanica (Linnaeus, 1766)"	"Paruline à flancs marron"															"NO4"	""	
"*  Paruline jaune  ( Setophaga petechia )"	"Chordata"	"Aves"	"Passeriformes"	"Parulidae"	627668	"Setophaga petechia"	"Setophaga petechia (Linnaeus, 1766)"	"Paruline jaune"															"NO4"	""	
"*  Paruline rayée  ( Setophaga striata )"	"Chordata"	"Aves"	"Passeriformes"	"Parulidae"	627671	"Setophaga striata"	"Setophaga striata (Forster, 1772)"	"Paruline rayée, Sylvette rayée"					"NA"	"b"									"NO4"	""	
"*  Goéland ichthyaète  ( Ichthyaetus ichthyaetus )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	627741	"Ichthyaetus ichthyaetus"	"Ichthyaetus ichthyaetus (Pallas, 1773)"	"Goéland ichthyaète"					"NA"	"b"									"NO4"	""	
"*  Goéland d'Audouin  ( Ichthyaetus audouinii )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	627743	"Ichthyaetus audouinii"	"Ichthyaetus audouinii (Payraudeau, 1826)"	"Goéland d'Audouin"	"EN"	"B2ab(v) D"			"NA"	"b"							"CDO1"	""	"NO3"	""	
"*  Mouette mélanocéphale  ( Ichthyaetus melanocephalus )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	627745	"Ichthyaetus melanocephalus"	"Ichthyaetus melanocephalus (Temminck, 1820)"	"Mouette mélanocéphale"	"LC"	""	"NA"	"c"	"NA"	"c"	"VU"	"D2"					"CDO1"	""	"NO3"	""	"Déterminante à critère - 13 couples avec preuve de reproduction"
"*  Puffin fuligineux  ( Ardenna grisea )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	683212	"Ardenna grisea"	"Ardenna grisea (Gmelin, 1789)"	"Puffin fuligineux"					"NA"	"d"									"NO4"	""	
"*  Buse des steppes  ( Buteo buteo vulpinus )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	779863	"Buteo buteo vulpinus"	"Buteo buteo vulpinus (Gloger, 1833)"	"Buse des steppes"															"NO3"	""	
"*  -  ( Buteo rufinus cirtensis )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	779895	"Buteo rufinus cirtensis"	"Buteo rufinus cirtensis (Levaillant, 1850)"	""													"CDO1"	""	"NO4"	""	
"*  -  ( Falco peregrinus calidus )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	779918	"Falco peregrinus calidus"	"Falco peregrinus calidus Latham, 1790"	""													"CDO1"	""	"NO3"	""	
"Pétrel des Desertas  ( Pterodroma feae )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	780117	"Pterodroma feae"	"Pterodroma deserta Mathews, 1934"	"Pétrel des Desertas"					"NA"	"b"											
"*  -  ( Falco peregrinus peregrinus )"	"Chordata"	"Aves"	"Falconiformes"	"Falconidae"	781713	"Falco peregrinus peregrinus"	"Falco peregrinus peregrinus Tunstall, 1771"	""													"CDO1"	""	"NO3"	""	
"*  -  ( Accipiter gentilis gentilis )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	782301	"Accipiter gentilis gentilis"	"Accipiter gentilis gentilis (Linnaeus, 1758)"	""															"NO3"	""	
"*  Fauvette pitchou  ( Sylvia undata dartfordiensis )"	"Chordata"	"Aves"	"Passeriformes"	"Sylviidae"	782305	"Sylvia undata dartfordiensis"	"Sylvia undata dartfordiensis Latham, 1787"	"Fauvette pitchou (aremorica)"													"CDO1"	""	"NO3"	""	
"*  Sterne caugek  ( Thalasseus sandvicensis sandvicensis )"	"Chordata"	"Aves"	"Charadriiformes"	"Laridae"	782499	"Thalasseus sandvicensis sandvicensis"	"Thalasseus sandvicensis sandvicensis (Latham, 1787)"	"Sterne caugek"													"CDO1"	""	"NO3"	""	
"*  -  ( Ardea alba alba )"	"Chordata"	"Aves"	"Pelecaniformes"	"Ardeidae"	782527	"Ardea alba alba"	"Ardea alba alba Linnaeus, 1758"	""													"CDO1"	""	"NO3"	""	
"*  Océanite de Castro  ( Hydrobates castro )"	"Chordata"	"Aves"	"Procellariiformes"	"Hydrobatidae"	790985	"Hydrobates castro"	"Hydrobates castro (Harcourt, 1851)"	"Océanite de Castro, Océanite du Cap Vert, Océanite de Monteiro, Pétrel de Castro"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Océanite cul-blanc  ( Hydrobates leucorhous )"	"Chordata"	"Aves"	"Procellariiformes"	"Hydrobatidae"	790986	"Hydrobates leucorhous"	"Hydrobates leucorhous (Vieillot, 1818)"	"Océanite cul-blanc, Pétrel cul-blanc"					"NA"	"b"							"CDO1"	""	"NO3"	""	
"*  Puffin majeur  ( Ardenna gravis )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	790987	"Ardenna gravis"	"Ardenna gravis (O'Reilly, 1818)"	"Puffin majeur"					"NA"	"d"									"NO4"	""	
"*  -  ( Motacilla alba subpersonata )"	"Chordata"	"Aves"	"Passeriformes"	"Motacillidae"	796240	"Motacilla alba subpersonata"	"Motacilla alba subpersonata Meade-Waldo, 1901"	""															"NO3"	""	
"Combattant varié  ( Calidris pugnax )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	814245	"Calidris pugnax"	"Calidris pugnax (Linnaeus, 1758)"	"Combattant varié, Chevalier combattant"	"NA"	"b"	"NA"	"c"	"NT"	"pr. C1"							"CDO1, CDO22"	" "			
"Corneille de Corse  ( Corvus corone sharpii )"	"Chordata"	"Aves"	"Passeriformes"	"Corvidae"	819753	"Corvus corone sharpii"	"Corvus corone sharpii Oates, 1889"	"Corneille de Corse, Corneille mantelée (de Corse)"													"CDO22"	""			
"Fauvette de Moltoni  ( Sylvia subalpina )"	"Chordata"	"Aves"	"Passeriformes"	"Sylviidae"	824026	"Sylvia subalpina"	"Sylvia subalpina Temminck, 1820"	"Fauvette de Moltoni"	"LC"	""															
"*  -  ( Curruca cantillans )"	"Chordata"	"Aves"	"Passeriformes"	"Sylviidae"	824087	"Curruca cantillans"	"Curruca cantillans (Pallas, 1764)"	""	"LC"	""					"LC"	""							"NO3"	""	
"*  Océanite de Swinhoe  ( Hydrobates monorhis )"	"Chordata"	"Aves"	"Procellariiformes"	"Hydrobatidae"	828785	"Hydrobates monorhis"	"Hydrobates monorhis (Swinhoe, 1867)"	"Océanite de Swinhoe, Pétrel de Swinhoe"					"NA"	"b"									"NO4"	""	
"*  Bécasseau falcinelle  ( Calidris falcinellus )"	"Chordata"	"Aves"	"Charadriiformes"	"Scolopacidae"	828816	"Calidris falcinellus"	"Calidris falcinellus (Pontoppidan, 1763)"	"Bécasseau falcinelle"					"NA"	"b"									"NO4"	""	
"Canard chipeau  ( Mareca strepera )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	836203	"Mareca strepera"	"Mareca strepera (Linnaeus, 1758)"	"Canard chipeau"	"LC"	""	"LC"	""	"NA"	"c"	"NT"	"VU (D1) (-1)"					"CDO21"	""			"Déterminante à critère - 5 couples avec preuve de reproduction"
"Sarcelle d'été  ( Spatula querquedula )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	836222	"Spatula querquedula"	"Spatula querquedula (Linnaeus, 1758)"	"Sarcelle d'été"	"VU"	"C1 D1"			"NT"	"pr. A2b"	"DD"	""					"CDO21"	""			
"*  Sarcelle à ailes bleues  ( Spatula discors )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	836223	"Spatula discors"	"Spatula discors (Linnaeus, 1766)"	"Sarcelle à ailes bleues"					"NA"	"b"									"NO4"	""	
"*  Sarcelle élégante  ( Sibirionetta formosa )"	"Chordata"	"Aves"	"Anseriformes"	"Anatidae"	836226	"Sibirionetta formosa"	"Sibirionetta formosa (Georgi, 1775)"	"Sarcelle élégante"					"NA"	"b"									"NO4"	""	
"*  Marouette poussin  ( Zapornia parva )"	"Chordata"	"Aves"	"Gruiformes"	"Rallidae"	836245	"Zapornia parva"	"Zapornia parva (Scopoli, 1769)"	"Marouette poussin"	"CR"	"B2ab(iii)c(ii,iii,iv) D"			"NA"	"b"	"DD"	""					"CDO1"	""	"NO3"	""	
"*  Marouette de Baillon  ( Zapornia pusilla )"	"Chordata"	"Aves"	"Gruiformes"	"Rallidae"	836246	"Zapornia pusilla"	"Zapornia pusilla (Pallas, 1776)"	"Marouette de Baillon"	"CR"	"B2ab(iii)c(ii,iii,iv) D"			"NA"	"b"							"CDO1"	""	"NO3"	""	
"*  Grue du Canada  ( Antigone canadensis )"	"Chordata"	"Aves"	"Gruiformes"	"Gruidae"	836249	"Antigone canadensis"	"Antigone canadensis (Linnaeus, 1758)"	"Grue du Canada"					"NA"	"b"									"NO4"	""	
"Puffin de Macaronésie  ( Puffinus baroli )"	"Chordata"	"Aves"	"Procellariiformes"	"Procellariidae"	836253	"Puffinus baroli"	"Puffinus lherminieri baroli (Bonaparte, 1857)"	"Puffin de Macaronésie, Puffin obscur"					"NA"	"b"											
"*  Aigle pomarin  ( Clanga pomarina )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	836345	"Clanga pomarina"	"Clanga pomarina (C. L. Brehm, 1831)"	"Aigle pomarin"	"NA"	"b"			"NA"	"b"							"CDO1"	""	"NO3"	""	
"*  Aigle criard  ( Clanga clanga )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	836346	"Clanga clanga"	"Clanga clanga (Pallas, 1811)"	"Aigle criard"					"NA"	"b"							"CDO1"	""	"NO3"	""	
"*  -  ( Himantopus himantopus himantopus )"	"Chordata"	"Aves"	"Charadriiformes"	"Recurvirostridae"	838315	"Himantopus himantopus himantopus"	"Himantopus himantopus himantopus (Linnaeus, 1758)"	""													"CDO1"	""	"NO3"	""	
"Gobemouche tyrrhénien  ( Muscicapa striata tyrrhenica )"	"Chordata"	"Aves"	"Passeriformes"	"Muscicapidae"	847121	"Muscicapa striata tyrrhenica"	"Muscicapa tyrrhenica Schiebel, 1910"	"Gobemouche tyrrhénien, Gobemouche méditerranéen"	"DD"	""															
"*  Alouette pispolette  ( Alaudala rufescens )"	"Chordata"	"Aves"	"Passeriformes"	"Alaudidae"	885382	"Alaudala rufescens"	"Alaudala rufescens (Vieillot, 1819)"	"Alouette pispolette"					"NA"	"b"									"NO4"	""	
"*  Grive de Sibérie  ( Geokichla sibirica )"	"Chordata"	"Aves"	"Passeriformes"	"Turdidae"	885482	"Geokichla sibirica"	"Geokichla sibirica (Pallas, 1776)"	"Grive de Sibérie"					"NA"	"b"									"NO4"	""	
"*  -  ( Tetrao urogallus crassirostris )"	"Chordata"	"Aves"	"Galliformes"	"Phasianidae"	886111	"Tetrao urogallus crassirostris"	"Tetrao urogallus crassirostris Brehm, 1831"	""													"CDO32, CDO22, CDO1"	"  "	"NO3, OC2"	" Alsace, Franche-Comté, Lorraine, Rhône-Alpes"	
"*  Mésange alpestre  ( Poecile montanus montanus )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	886211	"Poecile montanus montanus"	"Poecile montanus montanus (Conrad von Baldenstein, 1827)"	"Mésange alpestre"															"NO3"	""	
"*  -  ( Poecile montanus rhenanus )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	886212	"Poecile montanus rhenanus"	"Poecile montanus rhenanus (Kleinschmidt, 1910)"	""															"NO3"	""	
"*  Sizerin cabaret  ( Acanthis flammea cabaret )"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	886230	"Acanthis flammea cabaret"	"Acanthis flammea cabaret (Muller, 1776)"	"Sizerin cabaret"															"NO3"	""	
"*  Sizerin boréal  ( Acanthis flammea flammea )"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	886232	"Acanthis flammea flammea"	"Acanthis flammea flammea (Linnaeus, 1758)"	"Sizerin boréal"															"NO3"	""	
"*  Sizerin blanchâtre  ( Acanthis hornemanni )"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	886233	"Acanthis hornemanni"	"Acanthis hornemanni (Holboell, 1843)"	"Sizerin blanchâtre"					"NA"	"b"									"NO4"	""	
"*  Linotte à bec jaune  ( Linaria flavirostris )"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	889042	"Linaria flavirostris"	"Linaria flavirostris (Linnaeus, 1758)"	"Linotte à bec jaune"			"NA"	"c"											"NO3"	""	
"*  Linotte mélodieuse  ( Linaria cannabina )"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	889047	"Linaria cannabina"	"Linaria cannabina (Linnaeus, 1758)"	"Linotte mélodieuse"	"VU"	"A2b"	"NA"	"d"	"NA"	"c"	"NT"	"pr. A2b"							"NO3"	""	
"*  Tarin des aulnes  ( Spinus spinus )"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	889056	"Spinus spinus"	"Spinus spinus (Linnaeus, 1758)"	"Tarin des aulnes"	"LC"	""	"DD"	""	"NA"	"d"	"VU"	"D1"							"NO3"	""	
"*  Fauvette orphée  ( Curruca hortensis )"	"Chordata"	"Aves"	"Passeriformes"	"Sylviidae"	889079	"Curruca hortensis"	"Curruca hortensis (J.F. Gmelin, 1789)"	"Fauvette orphée"	"LC"	""					"LC"	""							"NO3"	""	
"*  -  ( Curruca sarda )"	"Chordata"	"Aves"	"Passeriformes"	"Sylviidae"	889084	"Curruca sarda"	"Curruca sarda (Temminck, 1820)"	""	"LC"	""			"NA"	"b"							"CDO1"	""	"NO3"	""	
"*  Fauvette de Rüppell  ( Sylvia ruppeli )"	"Chordata"	"Aves"	"Passeriformes"	"Sylviidae"	891598	"Sylvia ruppeli"	"Sylvia ruppeli Temminck, 1823"	"Fauvette de Rüppell, Fauvette masquée"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"*  Cormoran pygmée  ( Microcarbo pygmaeus )"	"Chordata"	"Aves"	"Pelecaniformes"	"Phalacrocoracidae"	895998	"Microcarbo pygmaeus"	"Microcarbo pygmaeus (Pallas, 1773)"	"Cormoran pygmée"					"NA"	"b"							"CDO1"	""	"NO4"	""	
"Vanneau armé  ( Vanellus spinosus )"	"Chordata"	"Aves"	"Charadriiformes"	"Charadriidae"	933618	"Vanellus spinosus"	"Vanellus spinosus (Linnaeus, 1758)"	"Vanneau armé, Vanneau à éperons"													"CDO1"	""			
"*  -  ( Lagopus lagopus alba )"	"Chordata"	"Aves"	"Galliformes"	"Phasianidae"	935777	"Lagopus lagopus alba"	"Lagopus lagopus alba (Gmelin, 1789)"	""													"CDO31, CDO21, CDO22"	"  "	"OC5"	"Pour cette espèce, sont interdits sur tout le territoire métropolitain et en tout temps : 1. La destruction ou l'enlèvement des nids et des oeufs ; 2. La destruction ou la capture des oiseaux ; 3. La détention, le transport pour la vente, le colportage, l"	
"*  -  ( Periparus ater sardus )"	"Chordata"	"Aves"	"Passeriformes"	"Paridae"	938971	"Periparus ater sardus"	"Periparus ater sardus Kleinschmidt, 1903"	""															"NO3"	""	
"*  -  ( Dendrocopos major harterti )"	"Chordata"	"Aves"	"Piciformes"	"Picidae"	938972	"Dendrocopos major harterti"	"Dendrocopos major harterti Arrigoni, 1902"	""															"NO3"	""	
"*  -  ( Buteo buteo arrigonii )"	"Chordata"	"Aves"	"Accipitriformes"	"Accipitridae"	938973	"Buteo buteo arrigonii"	"Buteo buteo arrigonii Picchi, 1903"	""															"NO3"	""	
"*  -  ( Carduelis carduelis tschusii )"	"Chordata"	"Aves"	"Passeriformes"	"Fringillidae"	938974	"Carduelis carduelis tschusii"	"Carduelis carduelis tschusii Arrigoni, 1902"	""															"NO3"	""	
"*  -  ( Cecropis daurica rufula )"	"Chordata"	"Aves"	"Passeriformes"	"Hirundinidae"	938975	"Cecropis daurica rufula"	"Cecropis daurica rufula (Temminck, 1835)"	""															"NO3"	""	
"*  Fauvette babillarde  ( Curruca curruca )"	"Chordata"	"Aves"	"Passeriformes"	"Sylviidae"	1027359	"Curruca curruca"	"Curruca curruca (Linnaeus, 1758)"	"Fauvette babillarde"	"LC"	""			"NA"	"d"									"NO3"	""	
"*  -  ( Oenanthe oenanthe seebohmi )"	"Chordata"	"Aves"	"Passeriformes"	"Muscicapidae"	1027851	"Oenanthe oenanthe seebohmi"	"Oenanthe oenanthe seebohmi (Dixon, 1882)"	""															"NO3"	""	
