"Nom"	"PHYLUM"	"CLASSE"	"ORDRE"	"FAMILLE"	"CD_REF"	"LB_NOM"	"NOM_VALIDE"	"NOM_VERN"	"LRN"	"LRN_det"	"LRR"	"LRR_det"	"DH"	"DH_det"	"PN"	"PN_det"	"PR"	"PR_det"	"PD"	"PD_det"	"ZNIEFF"
"Criquet des adrets  ( Chorthippus apricarius apricarius )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432551	"Chorthippus apricarius apricarius"	"Chorthippus apricarius apricarius (Linnaeus, 1758)"	"Criquet des adrets"			"LC"	""									
"-  ( Chorthippus mollis mollis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432552	"Chorthippus mollis mollis"	"Chorthippus mollis mollis (Charpentier, 1825)"	""			"LC"	""									
"Miramelle fontinale  ( Miramella alpina subalpina )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432556	"Miramella alpina subalpina"	"Miramella alpina subalpina (Fischer, 1850)"	"Miramelle fontinale, Miramelle des reposoirs"			"VU"	"B2ab(iii)"									"Continentale – Massif central : Déterminante"
"Oedipode rouge  ( Oedipoda germanica germanica )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	432557	"Oedipoda germanica germanica"	"Oedipoda germanica germanica (Latreille, 1804)"	"Oedipode rouge"			"NT"	"pr. B2b(iii)"									"Continentale – Massif central : Déterminante"
"Caloptène italien  ( Calliptamus italicus italicus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445258	"Calliptamus italicus italicus"	"Calliptamus italicus italicus (Linnaeus, 1758)"	"Caloptène italien"			"LC"	""									
"Criquet des Pins  ( Chorthippus vagans vagans )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445260	"Chorthippus vagans vagans"	"Chorthippus vagans vagans (Eversmann, 1848)"	"Criquet des Pins"			"LC"	""									
"Oedipode turquoise  ( Oedipoda caerulescens caerulescens )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445264	"Oedipoda caerulescens caerulescens"	"Oedipoda caerulescens caerulescens (Linnaeus, 1758)"	"Oedipode turquoise"			"LC"	""									
"-  ( Omocestus haemorrhoidalis haemorrhoidalis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445265	"Omocestus haemorrhoidalis haemorrhoidalis"	"Omocestus haemorrhoidalis haemorrhoidalis (Charpentier, 1825)"	""			"LC"	""									
"Sténobothre de la Palène  ( Stenobothrus lineatus lineatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445266	"Stenobothrus lineatus lineatus"	"Stenobothrus lineatus lineatus (Panzer, 1796)"	"Sténobothre de la Palène"			"LC"	""									
"Sténobothre bourdonneur  ( Stenobothrus nigromaculatus nigromaculatus )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Acrididae"	445267	"Stenobothrus nigromaculatus nigromaculatus"	"Stenobothrus nigromaculatus nigromaculatus (Herrich-Schäffer, 1840)"	"Sténobothre bourdonneur"			"VU"	"B2ab(iii)"									"Continentale – Massif central : Déterminante"
"Decticelle côtière  ( Platycleis affinis affinis )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tettigoniidae"	535751	"Platycleis affinis affinis"	"Platycleis affinis affinis Fieber, 1853"	"Decticelle côtière"													"Continentale – Massif central : Déterminante"
"Grillon des bois  ( Nemobius sylvestris sylvestris )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Trigonidiidae"	535757	"Nemobius sylvestris sylvestris"	"Nemobius sylvestris sylvestris (Bosc, 1792)"	"Grillon des bois"			"LC"	""									
"Grillon des marais  ( Pteronemobius heydenii heydenii )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Trigonidiidae"	535758	"Pteronemobius heydenii heydenii"	"Pteronemobius heydenii heydenii (Fischer, 1853)"	"Grillon des marais"			"NT"	"pr. B2b(iii)"									"Continentale – Massif central : Déterminante"
"Grillon d’Italie  ( Oecanthus pellucens pellucens )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Gryllidae"	535760	"Oecanthus pellucens pellucens"	"Oecanthus pellucens pellucens (Scopoli, 1763)"	"Grillon d’Italie"			"LC"	""									
"Tétrix des vasières  ( Tetrix ceperoi ceperoi )"	"Arthropoda"	"Insecta"	"Orthoptera"	"Tetrigidae"	535761	"Tetrix ceperoi ceperoi"	"Tetrix ceperoi ceperoi (Bolívar, 1887)"	"Tétrix des vasières"			"LC"	""									"Continentale – Massif central : Déterminante"
